location,cause,year,val
Algeria,Non-communicable diseases,2017,17436.25406
Algeria,Non-communicable diseases,2018,17523.86379
Algeria,Non-communicable diseases,2019,17570.05899
Algeria,Non-communicable diseases,2020,17739.00412
Algeria,Non-communicable diseases,2021,17682.26912
Algeria,Other COVID-19 pandemic-related outcomes,2017,0
Algeria,Other COVID-19 pandemic-related outcomes,2018,0
Algeria,Other COVID-19 pandemic-related outcomes,2019,0
Algeria,Other COVID-19 pandemic-related outcomes,2020,635.9809227
Algeria,Other COVID-19 pandemic-related outcomes,2021,1408.482095
American Samoa,"Communicable, maternal, neonatal, and nutritional diseases",2017,3799.464723
American Samoa,"Communicable, maternal, neonatal, and nutritional diseases",2018,3728.976476
American Samoa,"Communicable, maternal, neonatal, and nutritional diseases",2019,3652.940371
American Samoa,"Communicable, maternal, neonatal, and nutritional diseases",2020,3732.582889
American Samoa,"Communicable, maternal, neonatal, and nutritional diseases",2021,3570.284809
American Samoa,Injuries,2017,2725.723783
American Samoa,Injuries,2018,2719.449061
American Samoa,Injuries,2019,2721.832112
American Samoa,Injuries,2020,2871.4835
American Samoa,Injuries,2021,2723.887205
American Samoa,Non-communicable diseases,2017,25606.29538
American Samoa,Non-communicable diseases,2018,26142.24761
American Samoa,Non-communicable diseases,2019,26688.29067
American Samoa,Non-communicable diseases,2020,28484.90056
American Samoa,Non-communicable diseases,2021,27930.13028
American Samoa,Other COVID-19 pandemic-related outcomes,2017,0
American Samoa,Other COVID-19 pandemic-related outcomes,2018,0
American Samoa,Other COVID-19 pandemic-related outcomes,2019,0
American Samoa,Other COVID-19 pandemic-related outcomes,2020,5.15E-07
American Samoa,Other COVID-19 pandemic-related outcomes,2021,5.22E-07
Andorra,"Communicable, maternal, neonatal, and nutritional diseases",2017,681.6655334
Andorra,"Communicable, maternal, neonatal, and nutritional diseases",2018,666.9052894
Andorra,"Communicable, maternal, neonatal, and nutritional diseases",2019,651.5855391
Andorra,"Communicable, maternal, neonatal, and nutritional diseases",2020,2646.626874
Andorra,"Communicable, maternal, neonatal, and nutritional diseases",2021,2341.832117
Andorra,Injuries,2017,2840.22199
Andorra,Injuries,2018,2832.493865
Andorra,Injuries,2019,2825.932707
Andorra,Injuries,2020,2673.66554
Andorra,Injuries,2021,2681.084496
Andorra,Non-communicable diseases,2017,22732.24784
Andorra,Non-communicable diseases,2018,22925.56092
Andorra,Non-communicable diseases,2019,23045.744
Andorra,Non-communicable diseases,2020,21766.69119
Andorra,Non-communicable diseases,2021,21975.93085
Andorra,Other COVID-19 pandemic-related outcomes,2017,0
Andorra,Other COVID-19 pandemic-related outcomes,2018,0
Andorra,Other COVID-19 pandemic-related outcomes,2019,0
Andorra,Other COVID-19 pandemic-related outcomes,2020,86.61119567
Andorra,Other COVID-19 pandemic-related outcomes,2021,498.9894994
Angola,"Communicable, maternal, neonatal, and nutritional diseases",2017,28257.30605
Angola,"Communicable, maternal, neonatal, and nutritional diseases",2018,27054.44241
Angola,"Communicable, maternal, neonatal, and nutritional diseases",2019,25669.5505
Angola,"Communicable, maternal, neonatal, and nutritional diseases",2020,25672.59033
Angola,"Communicable, maternal, neonatal, and nutritional diseases",2021,26856.86062
Angola,Injuries,2017,5012.024461
Angola,Injuries,2018,4750.778485
Angola,Injuries,2019,4620.87113
Angola,Injuries,2020,4427.429284
Angola,Injuries,2021,4316.193083
Angola,Non-communicable diseases,2017,15175.21916
Angola,Non-communicable diseases,2018,14983.17564
Angola,Non-communicable diseases,2019,14921.41231
Angola,Non-communicable diseases,2020,14953.54499
Angola,Non-communicable diseases,2021,14846.24224
Angola,Other COVID-19 pandemic-related outcomes,2017,0
Angola,Other COVID-19 pandemic-related outcomes,2018,0
Angola,Other COVID-19 pandemic-related outcomes,2019,0
Angola,Other COVID-19 pandemic-related outcomes,2020,599.1573402
Angola,Other COVID-19 pandemic-related outcomes,2021,1708.372567
Antigua and Barbuda,"Communicable, maternal, neonatal, and nutritional diseases",2017,2913.76248
Antigua and Barbuda,"Communicable, maternal, neonatal, and nutritional diseases",2018,2861.099251
Antigua and Barbuda,"Communicable, maternal, neonatal, and nutritional diseases",2019,2833.466242
Antigua and Barbuda,"Communicable, maternal, neonatal, and nutritional diseases",2020,2798.538343
Antigua and Barbuda,"Communicable, maternal, neonatal, and nutritional diseases",2021,5567.583649
Antigua and Barbuda,Injuries,2017,2341.244629
Antigua and Barbuda,Injuries,2018,2267.513609
Antigua and Barbuda,Injuries,2019,2231.631736
Antigua and Barbuda,Injuries,2020,2070.716707
Antigua and Barbuda,Injuries,2021,1919.334379
Antigua and Barbuda,Non-communicable diseases,2017,23020.4087
Antigua and Barbuda,Non-communicable diseases,2018,23403.34004
Antigua and Barbuda,Non-communicable diseases,2019,23895.32119
Antigua and Barbuda,Non-communicable diseases,2020,23288.86455
Antigua and Barbuda,Non-communicable diseases,2021,23809.34143
Antigua and Barbuda,Other COVID-19 pandemic-related outcomes,2017,0
Antigua and Barbuda,Other COVID-19 pandemic-related outcomes,2018,0
Antigua and Barbuda,Other COVID-19 pandemic-related outcomes,2019,0
Antigua and Barbuda,Other COVID-19 pandemic-related outcomes,2020,28.6643316
Antigua and Barbuda,Other COVID-19 pandemic-related outcomes,2021,1.818648714
Argentina,"Communicable, maternal, neonatal, and nutritional diseases",2017,3405.05463
Argentina,"Communicable, maternal, neonatal, and nutritional diseases",2018,3292.928185
Argentina,"Communicable, maternal, neonatal, and nutritional diseases",2019,3211.563809
Argentina,"Communicable, maternal, neonatal, and nutritional diseases",2020,4800.233742
Argentina,"Communicable, maternal, neonatal, and nutritional diseases",2021,6061.49717
Argentina,Injuries,2017,3258.347096
Argentina,Injuries,2018,3212.693463
Argentina,Injuries,2019,3142.173314
Argentina,Injuries,2020,2962.766111
Argentina,Injuries,2021,2888.868362
Argentina,Non-communicable diseases,2017,22121.81697
Argentina,Non-communicable diseases,2018,22034.745
Argentina,Non-communicable diseases,2019,22013.51426
Argentina,Non-communicable diseases,2020,21969.48457
Argentina,Non-communicable diseases,2021,21351.15591
Argentina,Other COVID-19 pandemic-related outcomes,2017,0
Argentina,Other COVID-19 pandemic-related outcomes,2018,0
Argentina,Other COVID-19 pandemic-related outcomes,2019,0
Argentina,Other COVID-19 pandemic-related outcomes,2020,57.72271055
Argentina,Other COVID-19 pandemic-related outcomes,2021,2.822286299
Armenia,"Communicable, maternal, neonatal, and nutritional diseases",2017,2383.143599
Armenia,"Communicable, maternal, neonatal, and nutritional diseases",2018,2406.94055
Armenia,"Communicable, maternal, neonatal, and nutritional diseases",2019,2361.439974
Armenia,"Communicable, maternal, neonatal, and nutritional diseases",2020,6286.420115
Armenia,"Communicable, maternal, neonatal, and nutritional diseases",2021,6168.103723
Armenia,Injuries,2017,2397.158091
Armenia,Injuries,2018,2447.012475
Armenia,Injuries,2019,2383.616534
Armenia,Injuries,2020,10704.39837
Armenia,Injuries,2021,2375.006016
Armenia,Non-communicable diseases,2017,25913.99827
Armenia,Non-communicable diseases,2018,25568.44216
Armenia,Non-communicable diseases,2019,25534.79742
Armenia,Non-communicable diseases,2020,25822.66147
Armenia,Non-communicable diseases,2021,25781.28695
Armenia,Other COVID-19 pandemic-related outcomes,2017,0
Armenia,Other COVID-19 pandemic-related outcomes,2018,0
Armenia,Other COVID-19 pandemic-related outcomes,2019,0
Armenia,Other COVID-19 pandemic-related outcomes,2020,912.3292489
Armenia,Other COVID-19 pandemic-related outcomes,2021,183.6835495
Australia,"Communicable, maternal, neonatal, and nutritional diseases",2017,897.7973416
Australia,"Communicable, maternal, neonatal, and nutritional diseases",2018,853.0692817
Australia,"Communicable, maternal, neonatal, and nutritional diseases",2019,856.697602
Australia,"Communicable, maternal, neonatal, and nutritional diseases",2020,829.8728056
Australia,"Communicable, maternal, neonatal, and nutritional diseases",2021,976.2964832
Australia,Injuries,2017,2829.735555
Australia,Injuries,2018,2814.733796
Australia,Injuries,2019,2868.18461
Australia,Injuries,2020,2790.898192
Australia,Injuries,2021,2789.063913
Australia,Non-communicable diseases,2017,21981.01058
Australia,Non-communicable diseases,2018,21896.80229
Australia,Non-communicable diseases,2019,22238.12031
Australia,Non-communicable diseases,2020,21845.51052
Australia,Non-communicable diseases,2021,22170.67936
Australia,Other COVID-19 pandemic-related outcomes,2017,0
Australia,Other COVID-19 pandemic-related outcomes,2018,0
Australia,Other COVID-19 pandemic-related outcomes,2019,0
Australia,Other COVID-19 pandemic-related outcomes,2020,11.36115197
Australia,Other COVID-19 pandemic-related outcomes,2021,111.1557677
Austria,"Communicable, maternal, neonatal, and nutritional diseases",2017,897.4505716
Austria,"Communicable, maternal, neonatal, and nutritional diseases",2018,910.4652609
Austria,"Communicable, maternal, neonatal, and nutritional diseases",2019,898.7306555
Austria,"Communicable, maternal, neonatal, and nutritional diseases",2020,2353.926829
Austria,"Communicable, maternal, neonatal, and nutritional diseases",2021,2838.804441
Austria,Injuries,2017,2700.93136
Austria,Injuries,2018,2693.995086
Austria,Injuries,2019,2676.335777
Austria,Injuries,2020,2587.853177
Austria,Injuries,2021,2547.454335
Austria,Non-communicable diseases,2017,25790.39843
Austria,Non-communicable diseases,2018,25907.21589
Austria,Non-communicable diseases,2019,25699.42641
Austria,Non-communicable diseases,2020,25691.4722
Austria,Non-communicable diseases,2021,25021.14477
Austria,Other COVID-19 pandemic-related outcomes,2017,0
Austria,Other COVID-19 pandemic-related outcomes,2018,0
Austria,Other COVID-19 pandemic-related outcomes,2019,0
Austria,Other COVID-19 pandemic-related outcomes,2020,30.35766372
Austria,Other COVID-19 pandemic-related outcomes,2021,7.963456773
Azerbaijan,"Communicable, maternal, neonatal, and nutritional diseases",2017,5451.832084
Azerbaijan,"Communicable, maternal, neonatal, and nutritional diseases",2018,5141.7264
Azerbaijan,"Communicable, maternal, neonatal, and nutritional diseases",2019,4876.314839
Azerbaijan,"Communicable, maternal, neonatal, and nutritional diseases",2020,8192.508028
Azerbaijan,"Communicable, maternal, neonatal, and nutritional diseases",2021,9159.536162
Azerbaijan,Injuries,2017,2136.568244
Azerbaijan,Injuries,2018,2124.177236
Azerbaijan,Injuries,2019,2071.921578
Azerbaijan,Injuries,2020,4116.853881
Azerbaijan,Injuries,2021,1987.902564
Azerbaijan,Non-communicable diseases,2017,22425.10042
Azerbaijan,Non-communicable diseases,2018,22057.96732
Azerbaijan,Non-communicable diseases,2019,22074.41553
Azerbaijan,Non-communicable diseases,2020,21773.64301
Azerbaijan,Non-communicable diseases,2021,21842.78778
Azerbaijan,Other COVID-19 pandemic-related outcomes,2017,0
Azerbaijan,Other COVID-19 pandemic-related outcomes,2018,0
Azerbaijan,Other COVID-19 pandemic-related outcomes,2019,0
Azerbaijan,Other COVID-19 pandemic-related outcomes,2020,789.4240761
Azerbaijan,Other COVID-19 pandemic-related outcomes,2021,1884.012139
Bahamas,"Communicable, maternal, neonatal, and nutritional diseases",2017,4014.271793
Bahamas,"Communicable, maternal, neonatal, and nutritional diseases",2018,3924.682752
Bahamas,"Communicable, maternal, neonatal, and nutritional diseases",2019,3862.91394
Bahamas,"Communicable, maternal, neonatal, and nutritional diseases",2020,6404.358659
Bahamas,"Communicable, maternal, neonatal, and nutritional diseases",2021,9353.657584
Bahamas,Injuries,2017,4329.18743
Bahamas,Injuries,2018,4275.609929
Bahamas,Injuries,2019,8640.045765
Bahamas,Injuries,2020,4156.311457
Bahamas,Injuries,2021,4139.389166
Bahamas,Non-communicable diseases,2017,23168.49292
Bahamas,Non-communicable diseases,2018,23401.03942
Bahamas,Non-communicable diseases,2019,23681.63599
Bahamas,Non-communicable diseases,2020,24088.65825
Bahamas,Non-communicable diseases,2021,24283.60947
Bahamas,Other COVID-19 pandemic-related outcomes,2017,0
Bahamas,Other COVID-19 pandemic-related outcomes,2018,0
Bahamas,Other COVID-19 pandemic-related outcomes,2019,0
Bahamas,Other COVID-19 pandemic-related outcomes,2020,732.5196599
Bahamas,Other COVID-19 pandemic-related outcomes,2021,1896.689224
Bahrain,"Communicable, maternal, neonatal, and nutritional diseases",2017,1445.228964
Bahrain,"Communicable, maternal, neonatal, and nutritional diseases",2018,1399.90285
Bahrain,"Communicable, maternal, neonatal, and nutritional diseases",2019,1349.948647
Bahrain,"Communicable, maternal, neonatal, and nutritional diseases",2020,3140.17077
Bahrain,"Communicable, maternal, neonatal, and nutritional diseases",2021,4552.687617
Bahrain,Injuries,2017,1962.817567
Bahrain,Injuries,2018,1863.423598
Bahrain,Injuries,2019,1838.30577
Bahrain,Injuries,2020,1800.1195
Bahrain,Injuries,2021,1776.428375
Bahrain,Non-communicable diseases,2017,15498.04104
Bahrain,Non-communicable diseases,2018,15630.96486
Bahrain,Non-communicable diseases,2019,15845.40827
Bahrain,Non-communicable diseases,2020,16394.59247
Bahrain,Non-communicable diseases,2021,16848.23094
Bahrain,Other COVID-19 pandemic-related outcomes,2017,0
Bahrain,Other COVID-19 pandemic-related outcomes,2018,0
Bahrain,Other COVID-19 pandemic-related outcomes,2019,0
Bahrain,Other COVID-19 pandemic-related outcomes,2020,287.6806454
Bahrain,Other COVID-19 pandemic-related outcomes,2021,741.5391028
Bangladesh,"Communicable, maternal, neonatal, and nutritional diseases",2017,9647.187774
Bangladesh,"Communicable, maternal, neonatal, and nutritional diseases",2018,8804.238487
Bangladesh,"Communicable, maternal, neonatal, and nutritional diseases",2019,8221.771493
Bangladesh,"Communicable, maternal, neonatal, and nutritional diseases",2020,9402.841451
Bangladesh,"Communicable, maternal, neonatal, and nutritional diseases",2021,9270.260647
Bangladesh,Injuries,2017,2199.153616
Bangladesh,Injuries,2018,2069.394901
Bangladesh,Injuries,2019,1986.315203
Bangladesh,Injuries,2020,1898.81292
Bangladesh,Injuries,2021,1840.23607
Bangladesh,Non-communicable diseases,2017,18270.32466
Bangladesh,Non-communicable diseases,2018,18431.0494
Bangladesh,Non-communicable diseases,2019,18594.90261
Bangladesh,Non-communicable diseases,2020,18964.46219
Bangladesh,Non-communicable diseases,2021,19136.68431
Bangladesh,Other COVID-19 pandemic-related outcomes,2017,0
Bangladesh,Other COVID-19 pandemic-related outcomes,2018,0
Bangladesh,Other COVID-19 pandemic-related outcomes,2019,0
Bangladesh,Other COVID-19 pandemic-related outcomes,2020,620.884478
Bangladesh,Other COVID-19 pandemic-related outcomes,2021,894.6051334
Barbados,"Communicable, maternal, neonatal, and nutritional diseases",2017,3091.366483
Barbados,"Communicable, maternal, neonatal, and nutritional diseases",2018,3053.835273
Barbados,"Communicable, maternal, neonatal, and nutritional diseases",2019,3058.746065
Barbados,"Communicable, maternal, neonatal, and nutritional diseases",2020,2951.575049
Barbados,"Communicable, maternal, neonatal, and nutritional diseases",2021,5078.112685
Barbados,Injuries,2017,2368.931291
Barbados,Injuries,2018,2346.304788
Barbados,Injuries,2019,2390.675799
Barbados,Injuries,2020,2235.11165
Barbados,Injuries,2021,2199.074926
Barbados,Non-communicable diseases,2017,28174.05266
Barbados,Non-communicable diseases,2018,28727.52202
Barbados,Non-communicable diseases,2019,29559.25526
Barbados,Non-communicable diseases,2020,29236.86422
Barbados,Non-communicable diseases,2021,29235.3267
Barbados,Other COVID-19 pandemic-related outcomes,2017,0
Barbados,Other COVID-19 pandemic-related outcomes,2018,0
Barbados,Other COVID-19 pandemic-related outcomes,2019,0
Barbados,Other COVID-19 pandemic-related outcomes,2020,7.82314505
Barbados,Other COVID-19 pandemic-related outcomes,2021,10.23567498
Belarus,"Communicable, maternal, neonatal, and nutritional diseases",2017,1551.985982
Belarus,"Communicable, maternal, neonatal, and nutritional diseases",2018,1521.477108
Belarus,"Communicable, maternal, neonatal, and nutritional diseases",2019,1497.710007
Belarus,"Communicable, maternal, neonatal, and nutritional diseases",2020,5669.579544
Belarus,"Communicable, maternal, neonatal, and nutritional diseases",2021,8753.664078
Belarus,Injuries,2017,4160.927083
Belarus,Injuries,2018,4093.100734
Belarus,Injuries,2019,4086.719339
Belarus,Injuries,2020,4098.795897
Belarus,Injuries,2021,4175.978728
Belarus,Non-communicable diseases,2017,33891.25505
Belarus,Non-communicable diseases,2018,34484.33137
Belarus,Non-communicable diseases,2019,35109.93649
Belarus,Non-communicable diseases,2020,35532.99488
Belarus,Non-communicable diseases,2021,35748.82263
Belarus,Other COVID-19 pandemic-related outcomes,2017,0
Belarus,Other COVID-19 pandemic-related outcomes,2018,0
Belarus,Other COVID-19 pandemic-related outcomes,2019,0
Belarus,Other COVID-19 pandemic-related outcomes,2020,969.7311091
Belarus,Other COVID-19 pandemic-related outcomes,2021,2498.983658
Belgium,"Communicable, maternal, neonatal, and nutritional diseases",2017,1482.762224
Belgium,"Communicable, maternal, neonatal, and nutritional diseases",2018,1530.664917
Belgium,"Communicable, maternal, neonatal, and nutritional diseases",2019,1503.544238
Belgium,"Communicable, maternal, neonatal, and nutritional diseases",2020,4297.410703
Belgium,"Communicable, maternal, neonatal, and nutritional diseases",2021,2644.704272
Belgium,Injuries,2017,3253.154526
Belgium,Injuries,2018,3243.037098
Belgium,Injuries,2019,3367.708728
Belgium,Injuries,2020,3458.077025
Belgium,Injuries,2021,3145.590569
Belgium,Non-communicable diseases,2017,25478.06337
Belgium,Non-communicable diseases,2018,25385.92404
Belgium,Non-communicable diseases,2019,25220.62671
Belgium,Non-communicable diseases,2020,24770.72951
Belgium,Non-communicable diseases,2021,24906.03132
Belgium,Other COVID-19 pandemic-related outcomes,2017,0
Belgium,Other COVID-19 pandemic-related outcomes,2018,0
Belgium,Other COVID-19 pandemic-related outcomes,2019,0
Belgium,Other COVID-19 pandemic-related outcomes,2020,7.142426884
Belgium,Other COVID-19 pandemic-related outcomes,2021,8.212905385
Belize,"Communicable, maternal, neonatal, and nutritional diseases",2017,5193.491151
Belize,"Communicable, maternal, neonatal, and nutritional diseases",2018,5057.050256
Belize,"Communicable, maternal, neonatal, and nutritional diseases",2019,4890.99184
Belize,"Communicable, maternal, neonatal, and nutritional diseases",2020,6165.658713
Belize,"Communicable, maternal, neonatal, and nutritional diseases",2021,6685.403414
Belize,Injuries,2017,4485.699431
Belize,Injuries,2018,4621.874505
Belize,Injuries,2019,4466.671784
Belize,Injuries,2020,4082.664408
Belize,Injuries,2021,3922.25649
Belize,Non-communicable diseases,2017,16633.54158
Belize,Non-communicable diseases,2018,16856.02407
Belize,Non-communicable diseases,2019,16953.48697
Belize,Non-communicable diseases,2020,16705.20997
Belize,Non-communicable diseases,2021,16848.14222
Belize,Other COVID-19 pandemic-related outcomes,2017,0
Belize,Other COVID-19 pandemic-related outcomes,2018,0
Belize,Other COVID-19 pandemic-related outcomes,2019,0
Belize,Other COVID-19 pandemic-related outcomes,2020,102.969161
Belize,Other COVID-19 pandemic-related outcomes,2021,451.9959569
Benin,"Communicable, maternal, neonatal, and nutritional diseases",2017,36625.9735
Benin,"Communicable, maternal, neonatal, and nutritional diseases",2018,35040.77942
Benin,"Communicable, maternal, neonatal, and nutritional diseases",2019,33166.83451
Benin,"Communicable, maternal, neonatal, and nutritional diseases",2020,31247.62962
Benin,"Communicable, maternal, neonatal, and nutritional diseases",2021,31536.56665
Benin,Injuries,2017,3973.032265
Benin,Injuries,2018,3692.48925
Benin,Injuries,2019,3552.03202
Benin,Injuries,2020,3603.834484
Benin,Injuries,2021,3460.629944
Benin,Non-communicable diseases,2017,15995.54105
Benin,Non-communicable diseases,2018,15512.71011
Benin,Non-communicable diseases,2019,15340.15777
Benin,Non-communicable diseases,2020,15464.35688
Benin,Non-communicable diseases,2021,15208.44881
Benin,Other COVID-19 pandemic-related outcomes,2017,0
Benin,Other COVID-19 pandemic-related outcomes,2018,0
Benin,Other COVID-19 pandemic-related outcomes,2019,0
Benin,Other COVID-19 pandemic-related outcomes,2020,835.9534971
Benin,Other COVID-19 pandemic-related outcomes,2021,1450.16985
Bermuda,"Communicable, maternal, neonatal, and nutritional diseases",2017,1704.891461
Bermuda,"Communicable, maternal, neonatal, and nutritional diseases",2018,1657.402071
Bermuda,"Communicable, maternal, neonatal, and nutritional diseases",2019,1643.295291
Bermuda,"Communicable, maternal, neonatal, and nutritional diseases",2020,1941.897308
Bermuda,"Communicable, maternal, neonatal, and nutritional diseases",2021,5518.22015
Bermuda,Injuries,2017,1665.834142
Bermuda,Injuries,2018,1656.110848
Bermuda,Injuries,2019,1658.964803
Bermuda,Injuries,2020,1604.653353
Bermuda,Injuries,2021,1672.484857
Bermuda,Non-communicable diseases,2017,25413.6004
Bermuda,Non-communicable diseases,2018,25735.0378
Bermuda,Non-communicable diseases,2019,26208.04953
Bermuda,Non-communicable diseases,2020,26124.97879
Bermuda,Non-communicable diseases,2021,27379.47003
Bermuda,Other COVID-19 pandemic-related outcomes,2017,0
Bermuda,Other COVID-19 pandemic-related outcomes,2018,0
Bermuda,Other COVID-19 pandemic-related outcomes,2019,0
Bermuda,Other COVID-19 pandemic-related outcomes,2020,81.48522411
Bermuda,Other COVID-19 pandemic-related outcomes,2021,663.7736207
Bhutan,"Communicable, maternal, neonatal, and nutritional diseases",2017,8627.927229
Bhutan,"Communicable, maternal, neonatal, and nutritional diseases",2018,8248.760104
Bhutan,"Communicable, maternal, neonatal, and nutritional diseases",2019,7900.294791
Bhutan,"Communicable, maternal, neonatal, and nutritional diseases",2020,7604.250075
Bhutan,"Communicable, maternal, neonatal, and nutritional diseases",2021,7547.499606
Bhutan,Injuries,2017,2468.121071
Bhutan,Injuries,2018,2433.278725
Bhutan,Injuries,2019,2408.961507
Bhutan,Injuries,2020,2401.119181
Bhutan,Injuries,2021,2457.468216
Bhutan,Non-communicable diseases,2017,17264.03167
Bhutan,Non-communicable diseases,2018,17459.14338
Bhutan,Non-communicable diseases,2019,17681.36599
Bhutan,Non-communicable diseases,2020,18008.07547
Bhutan,Non-communicable diseases,2021,18179.37235
Bhutan,Other COVID-19 pandemic-related outcomes,2017,0
Bhutan,Other COVID-19 pandemic-related outcomes,2018,0
Bhutan,Other COVID-19 pandemic-related outcomes,2019,0
Bhutan,Other COVID-19 pandemic-related outcomes,2020,3.42E-08
Bhutan,Other COVID-19 pandemic-related outcomes,2021,168.9924894
Bolivia (Plurinational State of),"Communicable, maternal, neonatal, and nutritional diseases",2017,7825.595407
Bolivia (Plurinational State of),"Communicable, maternal, neonatal, and nutritional diseases",2018,7396.734298
Bolivia (Plurinational State of),"Communicable, maternal, neonatal, and nutritional diseases",2019,7003.45099
Bolivia (Plurinational State of),"Communicable, maternal, neonatal, and nutritional diseases",2020,13456.26626
Bolivia (Plurinational State of),"Communicable, maternal, neonatal, and nutritional diseases",2021,14912.27218
Bolivia (Plurinational State of),Injuries,2017,3354.629158
Bolivia (Plurinational State of),Injuries,2018,3295.537012
Bolivia (Plurinational State of),Injuries,2019,3274.287416
Bolivia (Plurinational State of),Injuries,2020,3167.588294
Bolivia (Plurinational State of),Injuries,2021,3161.224807
Bolivia (Plurinational State of),Non-communicable diseases,2017,19577.8344
Bolivia (Plurinational State of),Non-communicable diseases,2018,19578.77972
Bolivia (Plurinational State of),Non-communicable diseases,2019,19606.35061
Bolivia (Plurinational State of),Non-communicable diseases,2020,20063.98127
Bolivia (Plurinational State of),Non-communicable diseases,2021,19823.9113
Bolivia (Plurinational State of),Other COVID-19 pandemic-related outcomes,2017,0
Bolivia (Plurinational State of),Other COVID-19 pandemic-related outcomes,2018,0
Bolivia (Plurinational State of),Other COVID-19 pandemic-related outcomes,2019,0
Bolivia (Plurinational State of),Other COVID-19 pandemic-related outcomes,2020,1988.084197
Bolivia (Plurinational State of),Other COVID-19 pandemic-related outcomes,2021,3368.225049
Bosnia and Herzegovina,"Communicable, maternal, neonatal, and nutritional diseases",2017,1483.273013
Bosnia and Herzegovina,"Communicable, maternal, neonatal, and nutritional diseases",2018,1470.281855
Bosnia and Herzegovina,"Communicable, maternal, neonatal, and nutritional diseases",2019,1479.458885
Bosnia and Herzegovina,"Communicable, maternal, neonatal, and nutritional diseases",2020,4224.164312
Bosnia and Herzegovina,"Communicable, maternal, neonatal, and nutritional diseases",2021,7619.211335
Bosnia and Herzegovina,Injuries,2017,2616.266421
Bosnia and Herzegovina,Injuries,2018,2590.964688
Bosnia and Herzegovina,Injuries,2019,2604.121445
Bosnia and Herzegovina,Injuries,2020,2525.972673
Bosnia and Herzegovina,Injuries,2021,2454.563276
Bosnia and Herzegovina,Non-communicable diseases,2017,30979.36276
Bosnia and Herzegovina,Non-communicable diseases,2018,31268.88085
Bosnia and Herzegovina,Non-communicable diseases,2019,32118.04489
Bosnia and Herzegovina,Non-communicable diseases,2020,32458.47336
Bosnia and Herzegovina,Non-communicable diseases,2021,31489.89637
Bosnia and Herzegovina,Other COVID-19 pandemic-related outcomes,2017,0
Bosnia and Herzegovina,Other COVID-19 pandemic-related outcomes,2018,0
Bosnia and Herzegovina,Other COVID-19 pandemic-related outcomes,2019,0
Bosnia and Herzegovina,Other COVID-19 pandemic-related outcomes,2020,558.7873021
Bosnia and Herzegovina,Other COVID-19 pandemic-related outcomes,2021,376.1424678
